"age","workclass","education","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","over50k"
42," Private"," Bachelors"," Divorced"," Adm-clerical"," Unmarried"," White"," Male",9562,0,45," >50K"
45," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3103,0,40," >50K"
34," ?"," 12th"," Separated"," ?"," Unmarried"," Black"," Female",0,0,40," <=50K"
50," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," >50K"
36," Local-gov"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,25," <=50K"
63," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,40," >50K"
38," Local-gov"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," <=50K"
51," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," >50K"
51," Local-gov"," Prof-school"," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
31," Private"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
31," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
33," Federal-gov"," Some-college"," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," <=50K"
66," ?"," 7th-8th"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,30," <=50K"
31," Private"," Assoc-acdm"," Divorced"," Sales"," Unmarried"," White"," Female",0,880,45," <=50K"
61," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,4," <=50K"
36," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,38," <=50K"
38," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",3908,0,70," <=50K"
18," Private"," 7th-8th"," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Female",0,0,40," <=50K"
23," ?"," Bachelors"," Never-married"," ?"," Own-child"," Other"," Male",0,0,40," <=50K"
28," Private"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," <=50K"
40," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," <=50K"
23," Private"," 5th-6th"," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,30," <=50K"
20," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3781,0,35," <=50K"
64," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,35," >50K"
30," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,70," >50K"
43," Private"," Assoc-voc"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
54," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," <=50K"
31," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
48," Private"," Masters"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," >50K"
31," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,45," <=50K"
37," Private"," Some-college"," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,30," <=50K"
19," Private"," 12th"," Never-married"," Handlers-cleaners"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,20," <=50K"
35," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,65," <=50K"
22," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,60," <=50K"
45," State-gov"," Masters"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," <=50K"
29," ?"," HS-grad"," Married-spouse-absent"," ?"," Unmarried"," Black"," Female",0,0,42," <=50K"
62," Local-gov"," 9th"," Divorced"," Protective-serv"," Not-in-family"," Black"," Male",0,0,24," <=50K"
53," Private"," Bachelors"," Married-civ-spouse"," Machine-op-inspct"," Wife"," Asian-Pac-Islander"," Female",0,0,40," <=50K"
50," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,47," <=50K"
17," Private"," 11th"," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,10," <=50K"
44," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,38," <=50K"
49," Private"," Some-college"," Divorced"," Sales"," Unmarried"," White"," Female",0,0,55," <=50K"
51," Self-emp-inc"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,50," <=50K"
49," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1977,40," >50K"
33," Private"," HS-grad"," Married-civ-spouse"," Tech-support"," Wife"," Black"," Female",0,0,38," <=50K"
32," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
54," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Tech-support"," Other-relative"," White"," Female",0,0,10," <=50K"
54," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," >50K"
30," Private"," Assoc-acdm"," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,20," <=50K"
36," Private"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," <=50K"
50," Private"," Bachelors"," Divorced"," Sales"," Unmarried"," Black"," Male",0,0,40," <=50K"
38," Local-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,50," >50K"
53," Private"," 1st-4th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," <=50K"
49," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
23," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,30," <=50K"
36," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
51," Local-gov"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Wife"," Black"," Female",0,0,40," >50K"
44," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," <=50K"
54," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,35," <=50K"
50," Private"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," >50K"
28," Federal-gov"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,40," <=50K"
54," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," <=50K"
51," Private"," Assoc-voc"," Widowed"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," <=50K"
42," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," Black"," Female",5455,0,50," <=50K"
53," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," >50K"
70," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," <=50K"
27," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," <=50K"
24," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,50," <=50K"
29," Private"," Some-college"," Separated"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,42," <=50K"
46," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1485,40," >50K"
41," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,25," >50K"
39," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," >50K"
45," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," <=50K"
34," Private"," HS-grad"," Never-married"," Transport-moving"," Own-child"," White"," Male",0,1980,40," <=50K"
45," Private"," Masters"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,18," >50K"
21," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," <=50K"
21," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," <=50K"
61," ?"," Some-college"," Married-spouse-absent"," ?"," Not-in-family"," White"," Male",0,0,40," <=50K"
26," Private"," Bachelors"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,30," <=50K"
29," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
40," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,75," >50K"
52," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5013,0,40," <=50K"
71," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",2964,0,60," <=50K"
26," Private"," 7th-8th"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
42," Private"," Prof-school"," Married-civ-spouse"," Sales"," Wife"," Amer-Indian-Eskimo"," Female",15024,0,40," >50K"
51," State-gov"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
44," Self-emp-inc"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,55," >50K"
26," Private"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," <=50K"
20," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,40," <=50K"
27," Local-gov"," HS-grad"," Divorced"," Protective-serv"," Own-child"," White"," Male",0,0,40," <=50K"
48," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Other-relative"," Other"," Female",0,0,38," <=50K"
52," Private"," 11th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
34," Private"," Assoc-voc"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," >50K"
46," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,1590,48," <=50K"
69," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,30," <=50K"
29," Private"," 7th-8th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," <=50K"
20," Self-emp-not-inc"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,12," <=50K"
62," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1740,40," <=50K"
75," Self-emp-not-inc"," 11th"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," <=50K"
19," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," <=50K"
25," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," >50K"
22," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,20," <=50K"
52," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,37," >50K"
63," Local-gov"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," <=50K"
46," ?"," 11th"," Widowed"," ?"," Unmarried"," Black"," Female",0,0,40," <=50K"
44," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
27," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
61," Private"," HS-grad"," Divorced"," Sales"," Unmarried"," White"," Female",0,2754,25," <=50K"
32," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
47," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",4650,0,40," <=50K"
17," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,16," <=50K"
58," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
22," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," <=50K"
25," Private"," Some-college"," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,55," <=50K"
31," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," <=50K"
41," Private"," HS-grad"," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,40," <=50K"
46," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
25," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," <=50K"
25," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," <=50K"
35," Private"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," >50K"
53," Federal-gov"," Masters"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," >50K"
57," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,48," <=50K"
50," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," >50K"
32," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," <=50K"
70," ?"," HS-grad"," Widowed"," ?"," Not-in-family"," White"," Female",2993,0,20," <=50K"
57," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," >50K"
48," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," <=50K"
41," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," <=50K"
37," Private"," HS-grad"," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,38," <=50K"
42," Private"," Doctorate"," Married-spouse-absent"," Prof-specialty"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
34," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
28," Private"," 11th"," Married-civ-spouse"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," <=50K"
38," Private"," HS-grad"," Separated"," Sales"," Unmarried"," White"," Female",0,0,10," <=50K"
33," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,70," <=50K"
26," Private"," Prof-school"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,30," <=50K"
23," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,25," <=50K"
39," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," >50K"
24," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,45," <=50K"
60," Local-gov"," Assoc-voc"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
33," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
51," Private"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,84," >50K"
31," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," >50K"
18," Local-gov"," 12th"," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,30," <=50K"
37," Local-gov"," Assoc-voc"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," >50K"
42," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," <=50K"
27," Private"," Bachelors"," Never-married"," Tech-support"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
49," Private"," Assoc-voc"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,38," <=50K"
40," Private"," Assoc-acdm"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
24," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," <=50K"
22," Private"," 12th"," Married-spouse-absent"," Other-service"," Unmarried"," Black"," Female",0,0,50," <=50K"
21," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",0,0,40," <=50K"
61," Private"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,35," <=50K"
29," Private"," Assoc-acdm"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,35," <=50K"
38," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," >50K"
34," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,45," >50K"
34," Private"," Masters"," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,40," <=50K"
43," State-gov"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,70," >50K"
23," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," <=50K"
43," Private"," 7th-8th"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," <=50K"
56," Private"," Assoc-acdm"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",4101,0,40," <=50K"
37," Self-emp-not-inc"," Doctorate"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,2559,60," >50K"
19," Local-gov"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," <=50K"
35," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1740,40," <=50K"
40," Self-emp-not-inc"," Assoc-acdm"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,30," <=50K"
36," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," >50K"
54," ?"," HS-grad"," Divorced"," ?"," Not-in-family"," White"," Male",0,0,20," <=50K"
27," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
62," Private"," Assoc-voc"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,50," >50K"
49," Private"," HS-grad"," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," <=50K"
38," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," >50K"
40," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,1887,40," >50K"
50," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
32," Private"," 10th"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
61," ?"," HS-grad"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,38," >50K"
19," State-gov"," Some-college"," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,10," <=50K"
25," Private"," Some-college"," Married-spouse-absent"," Sales"," Not-in-family"," White"," Male",0,0,50," <=50K"
39," State-gov"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
42," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,38," <=50K"
17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Male",0,0,28," <=50K"
39," Self-emp-not-inc"," 10th"," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Female",0,1721,15," <=50K"
43," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
36," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
64," ?"," HS-grad"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," <=50K"
52," Federal-gov"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
18," ?"," 11th"," Never-married"," ?"," Other-relative"," White"," Female",0,0,20," <=50K"
55," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
23," Private"," Bachelors"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," <=50K"
52," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," >50K"
25," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,20," <=50K"
33," Private"," 9th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
28," ?"," 11th"," Divorced"," ?"," Unmarried"," White"," Female",0,0,58," <=50K"
37," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," >50K"
50," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," >50K"
28," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," <=50K"
64," Self-emp-not-inc"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",1055,0,40," <=50K"
39," Federal-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Male",0,0,45," >50K"
20," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,25," <=50K"
35," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," >50K"
18," Self-emp-not-inc"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,4," <=50K"
31," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," <=50K"
76," Local-gov"," 9th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,30," <=50K"
29," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," <=50K"
40," Private"," 7th-8th"," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,25," <=50K"
25," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
52," Federal-gov"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," >50K"
18," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," <=50K"
37," Private"," Assoc-voc"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,30," <=50K"
36," Private"," Some-college"," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," <=50K"
38," Private"," Assoc-voc"," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,36," <=50K"
33," Self-emp-not-inc"," 12th"," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,32," <=50K"
58," Private"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Male",0,0,38," <=50K"
48," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
55," Federal-gov"," Prof-school"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," >50K"
31," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
26," Federal-gov"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," <=50K"
27," Self-emp-not-inc"," HS-grad"," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,30," <=50K"
34," Private"," HS-grad"," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,48," >50K"
49," ?"," HS-grad"," Married-spouse-absent"," ?"," Not-in-family"," White"," Male",0,0,70," <=50K"
47," Self-emp-not-inc"," HS-grad"," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
42," Private"," Bachelors"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," <=50K"
27," State-gov"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," <=50K"
28," Private"," 10th"," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",0,0,40," <=50K"
37," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
33," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,45," >50K"
18," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," <=50K"
37," Self-emp-inc"," Assoc-voc"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," >50K"
32," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," <=50K"
61," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," >50K"
27," Private"," Bachelors"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1887,60," >50K"
32," State-gov"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,75," >50K"
38," Self-emp-not-inc"," HS-grad"," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," <=50K"
58," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
23," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
19," Private"," 10th"," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
32," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,60," <=50K"
43," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," >50K"
46," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," <=50K"
32," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," <=50K"
38," Private"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,45," <=50K"
26," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," <=50K"
42," Private"," HS-grad"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," <=50K"
48," Self-emp-inc"," 10th"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
65," ?"," HS-grad"," Widowed"," ?"," Unmarried"," White"," Female",0,0,40," <=50K"
25," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,25," <=50K"
35," Private"," Some-college"," Separated"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,40," <=50K"
66," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
50," Private"," HS-grad"," Divorced"," Sales"," Unmarried"," White"," Female",0,0,45," <=50K"
38," Private"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3103,0,40," >50K"
20," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,12," <=50K"
26," Private"," HS-grad"," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," <=50K"
17," Private"," 9th"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,16," <=50K"
25," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," <=50K"
33," Private"," HS-grad"," Separated"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," <=50K"
17," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," <=50K"
